"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_sue_AV_1","vB_mf_sue_AV_1","vA_cntf_AV_1","vB_cntf_AV_1","avoid_AV_1","Q179_First.Click","Q179_Last.Click","Q179_Page.Submit","Q179_Click.Count","Q181_First.Click","Q181_Last.Click","Q181_Page.Submit","Q181_Click.Count","intv_check_AV","vA_sue_AV_intv_1","vB_mf_sue_AV_intv_1","vA_cntf_AV_intv_1","vB_cntf_AV_intv_1","avoid_AV_intv_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_sue_1","vB_driver_sue_1","vB_mf_sue_1","vA_cntf_1","vB_cntf_1","avoid_1","Q184_First.Click","Q184_Last.Click","Q184_Page.Submit","Q184_Click.Count","Q186_First.Click","Q186_Last.Click","Q186_Page.Submit","Q186_Click.Count","intv_check","vA_sue_intv_1","vB_sue_intv_1","vB_mf_sue_intv_1","vA_cntf_intv_1","vB_cntf_intv_1","avoid_intv_1","comp1","comp_accident","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","Q151_First.Click","Q151_Last.Click","Q151_Page.Submit","Q151_Click.Count","FL_4_DO","FL_92_DO","FL_98_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_AV_intv_DO","questions_2_AV_intv_DO","questions_1_DO","questions_2_DO","questions_1_intv_DO","questions_2_intv_DO"
"2024-06-13 11:56:03","2024-06-13 11:56:35","0","NA","100","31","1","2024-06-13 11:56:36","R_3X6T48OBzpjEzCO","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-13 11:56:40","2024-06-13 12:00:19","0","NA","100","219","1","2024-06-13 12:00:20","R_3L9qCW1C6bNNMlj","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","15.343","0","0","0","10.873","0","1,2","100","0","100","0","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","9","1","","32","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-13 12:07:41","2024-06-13 12:11:44","0","NA","100","242","1","2024-06-13 12:11:44","R_7dWVUHx29QKy4uC","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","39.752","0","0","0","17.632","0","1,2","100","0","0","100","0","0","2","1","30","2","","38","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv"
"2024-06-13 12:11:39","2024-06-13 12:17:40","0","NA","100","361","1","2024-06-13 12:17:41","R_6zbSLV1Ietw1inu","","","","","NA","NA","anonymous","EN","1","2","2","3.109","38.157","43.227","3","17.341","17.341","19.467","1","100","10","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","5","1","","33","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-13 12:17:35","2024-06-13 12:20:14","0","NA","100","158","1","2024-06-13 12:20:14","R_5GcxldBqaKf6Tjc","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","24.558","0","0","0","14.213","0","1,2","100","0","100","26","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","3","1","","42","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-13 12:18:03","2024-06-13 12:22:19","0","NA","100","255","1","2024-06-13 12:22:19","R_6fkx0ImL42agNc6","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20.13","0","0","0","41.167","0","1,2","100","0","0","100","21","31","2","2","60","1","","27","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv","Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv"
"2024-06-13 12:17:57","2024-06-13 12:22:30","0","NA","100","272","1","2024-06-13 12:22:30","R_7BEsdZClOH6tyc9","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.614","72.553","73.297","8","7.83","12.68","13.171","2","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","0","2","","24","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-13 12:22:09","2024-06-13 12:26:50","0","NA","100","280","1","2024-06-13 12:26:50","R_3Y9x7VBDX56j66u","","","","","NA","NA","anonymous","EN","1","2","2","0","0","27.731","0","0","0","11.293","0","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","60","1","","40","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|vA_cntf_AV|avoid_AV","","","","","",""
"2024-06-13 12:23:29","2024-06-13 12:27:04","0","NA","100","214","1","2024-06-13 12:27:04","R_6eA6kQrQhExiXbX","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","22.3","0","0","0","18.878","0","1,2","100","0","100","8","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","83","2","","58","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-13 12:42:14","2024-06-13 12:43:57","0","NA","100","102","1","2024-06-13 12:43:58","R_6SkT75bmsCEVMpQ","","","","","NA","NA","anonymous","EN","1","2","2","0","0","11.694","0","0","0","10.643","0","100","1","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","27","1","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-13 12:42:36","2024-06-13 12:47:24","0","NA","100","287","1","2024-06-13 12:47:24","R_5x8efpPhdZaniCd","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","35.236","0","0","0","18.95","0","91","0","0","100","19","8","","","","","","","","","","","","","","","","2","1","40","2","","43","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-13 12:48:41","2024-06-13 12:53:28","0","NA","100","286","1","2024-06-13 12:53:28","R_54M19HkwD3JTOhP","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14.465","0","0","0","47.118","0","91","0","0","100","27","96","","","","","","","","","","","","","","","","2","1","23","2","","39","5","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_driver_sue|vB_mf_sue","Q71|vB_cntf|vA_cntf|avoid","",""
"2024-06-13 12:52:36","2024-06-13 12:55:32","0","NA","100","175","1","2024-06-13 12:55:32","R_3BzCjdkw52Akblo","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","24.703","0","0","0","12.523","0","1,2","100","40","100","70","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","60","1","","37","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vA_cntf_AV_intv|vB_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-13 12:52:41","2024-06-13 12:56:34","0","NA","100","232","1","2024-06-13 12:56:35","R_1GeoZ7dD62YDoUZ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","15.113","0","0","0","11.481","0","1,2","95","0","0","100","10","5","2","1","23","2","","23","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-13 12:56:25","2024-06-13 12:58:53","0","NA","100","148","1","2024-06-13 12:58:54","R_1zhVdvFnQaxnYVX","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.049","0","0","0","12.661","0","100","8","100","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","10","1","","33","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-13 12:57:22","2024-06-13 13:00:08","0","NA","100","165","1","2024-06-13 13:00:08","R_6TvMMQAZ0qXGyMx","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.611","12.172","15.268","2","4.06","11.205","11.803","2","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","50","2","","40","2","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|vA_cntf|avoid|vB_cntf","",""
"2024-06-13 13:04:57","2024-06-13 13:05:09","0","NA","100","11","1","2024-06-13 13:05:10","R_6hzk9VylqwywDsH","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-13 13:03:50","2024-06-13 13:08:20","0","NA","100","270","1","2024-06-13 13:08:20","R_1PTxblIM248kSD9","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","40.756","0","0","0","14.754","0","1,2","100","100","100","100","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","70","2","","46","6","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|avoid_AV_intv|vA_cntf_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-13 13:12:54","2024-06-13 13:13:21","0","NA","100","26","1","2024-06-13 13:13:22","R_5kHtF15sMfmmTNS","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-13 13:14:14","2024-06-13 13:18:10","0","NA","100","236","1","2024-06-13 13:18:10","R_34jGdzWzxrm7JpQ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.589","30.583","32.176","2","16.537","16.537","18.043","1","1,2","100","0","0","100","0","0","2","1","3","2","","36","1","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv"
"2024-06-13 13:17:26","2024-06-13 13:19:05","0","NA","100","98","1","2024-06-13 13:19:06","R_5bPjffcJcdFxav9","","","","","NA","NA","anonymous","EN","1","2","2","1.542","11.22","14.503","5","1.439","8.926","10.824","6","100","0","100","22","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","19","2","","22","3","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-13 13:15:43","2024-06-13 13:19:51","0","NA","100","248","1","2024-06-13 13:19:52","R_5I6jz3FJqUA0ZGN","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.989","0","0","0","17.353","0","1,2","92","62","91","50","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","39","2","","32","7","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vA_cntf_AV_intv|vB_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-13 13:19:01","2024-06-13 13:22:47","0","NA","100","226","1","2024-06-13 13:22:48","R_6W20tDRiFtQ1R7P","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","48.173","0","0","0","21.668","0","70","76","77","81","74","77","","","","","","","","","","","","","","","","1","1","74","1","","23","4","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_driver_sue|vB_mf_sue","Q71|vA_cntf|vB_cntf|avoid","",""
"2024-06-13 13:28:24","2024-06-13 13:32:32","0","NA","100","248","1","2024-06-13 13:32:33","R_3NwVI63qh5pjapQ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","22.235","0","0","0","14.966","0","1,2","100","0","0","100","61","61","2","1","0","2","","47","5","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-13 13:38:31","2024-06-13 13:43:43","0","NA","100","312","1","2024-06-13 13:43:44","R_6lu91JvtCin8rD2","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","15.091","15.091","34.082","1","0","0","16.386","0","1,2","100","0","100","100","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","54","3","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-13 13:50:57","2024-06-13 13:51:47","0","NA","100","49","1","2024-06-13 13:51:48","R_11jPRjS7oHYvKmT","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-13 13:55:46","2024-06-13 13:59:31","0","NA","100","224","1","2024-06-13 13:59:32","R_13jSwUljNkSwNBT","","","","","NA","NA","anonymous","EN","1","2","2","0","0","38.192","0","0","0","13.076","0","100","20","100","18","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","83","1","","59","5","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV","","","","","",""
"2024-06-13 13:57:52","2024-06-13 14:00:17","0","NA","100","144","1","2024-06-13 14:00:17","R_5v1TmeveUM9BhIh","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","11.227","0","0","0","13.65","0","100","95","5","100","5","10","","","","","","","","","","","","","","","","2","2","10","1","","","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-13 13:56:08","2024-06-13 14:02:02","0","NA","100","353","1","2024-06-13 14:02:03","R_7LdskiVnuVKVg3F","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","48.186","0","0","0","24.343","0","1,2","100","0","0","100","0","0","2","1","12","2","","41","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vB_mf_sue_intv|vA_sue_intv","Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv"
"2024-06-13 13:58:37","2024-06-13 14:02:56","0","NA","100","258","1","2024-06-13 14:02:57","R_3XJAm7sXHz7sZpv","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","6.593","21.633","22.456","2","10.401","10.401","13.449","1","1,2","92","85","95","53","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","46","2","","39","5","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-13 14:11:13","2024-06-13 14:13:11","0","NA","100","118","1","2024-06-13 14:13:12","R_7LBZkhi4DElAom3","","","","","NA","NA","anonymous","EN","1","2","2","0","0","13.101","0","0","0","10.995","0","26","65","84","71","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","62","1","","34","5","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-13 14:26:14","2024-06-13 14:27:23","0","NA","100","68","1","2024-06-13 14:27:24","R_6Icql8Nk44sO7xf","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-13 14:23:21","2024-06-13 14:28:40","0","NA","100","318","1","2024-06-13 14:28:40","R_1zkxXYzHWn9cv7j","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","33.074","0","0","0","14.102","0","85","85","50","100","0","0","","","","","","","","","","","","","","","","2","1","30","4","Non-binary","24","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-13 14:26:02","2024-06-13 14:32:09","0","NA","100","366","1","2024-06-13 14:32:09","R_3gkL23zf9mZhAjR","","","","","NA","NA","anonymous","EN","1","2","2","0","0","35.42","0","0","0","61.793","0","100","3","98","20","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","45","4","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV","","","","","",""
"2024-06-13 14:34:22","2024-06-13 14:37:46","0","NA","100","203","1","2024-06-13 14:37:46","R_20fBbUd9p6DU9YR","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","22.756","0","0","0","13.792","0","1,2","100","0","0","100","0","0","2","1","9","2","","35","5","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv","Q167|vB_cntf_intv|avoid_intv|vA_cntf_intv"
