"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","av_trust_1_1","av_trust_2_1","av_trust_3_1","av_trust_4_1","av_trust_5_1","Q219_First.Click","Q219_Last.Click","Q219_Page.Submit","Q219_Click.Count","vA_sue_AV_1","vB_mnfctr_sue_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1","avoid_AV_1","Q220_First.Click","Q220_Last.Click","Q220_Page.Submit","Q220_Click.Count","vA_sue_1","vB_mnfctr_sue_1","vB_driver_sue_1","vA_cntrfctl_1","vB_cntrfctl_1","avoid_1","comp1","comp_accident","cruise_familiarity","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","FL_4_DO","trust_scale_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_DO","questions_2_DO"
"2024-05-09 09:18:59","2024-05-09 09:22:48","0","NA","100","228","1","2024-05-09 09:22:49","R_1CjpMyCf4zpsST3","","","","","NA","NA","anonymous","EN","1","2","2","61","70","77","57","32","0","0","34.4","0","93","10","89","56","36","","","","","","","","","","","1","1","2","35","1","","42","3","","FL_39","Q241|av_trust_1|av_trust_3|av_trust_4|av_trust_5|av_trust_2","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-09 09:18:41","2024-05-09 09:22:53","0","NA","100","252","1","2024-05-09 09:22:54","R_5TnLvCsa7MZnSRc","","","","","NA","NA","anonymous","EN","1","2","2","23","24","20","71","90","","","","","","","","","","0","0","12.536","0","92","90","89","81","82","80","2","2","1","0","1","","29","4","","FL_40","Q241|av_trust_4|av_trust_2|av_trust_1|av_trust_5|av_trust_3","","","Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue","Q71|vA_cntrfctl|avoid|vB_cntrfctl"
"2024-05-09 09:14:40","2024-05-09 09:22:54","0","NA","100","494","1","2024-05-09 09:22:54","R_5pXVT1vUyR2bIjR","","","","","NA","NA","anonymous","EN","1","2","2","30","30","40","20","80","0","0","47.37","0","100","10","100","10","10","","","","","","","","","","","1","1","2","60","1","","53","4","","FL_39","Q241|av_trust_3|av_trust_5|av_trust_1|av_trust_2|av_trust_4","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","",""
"2024-05-09 09:21:10","2024-05-09 09:23:10","0","NA","100","119","1","2024-05-09 09:23:11","R_5ZCv8wO2VByZeXn","","","","","NA","NA","anonymous","EN","1","2","2","55","63","58","63","62","0","0","6.278","0","64","58","59","59","65","","","","","","","","","","","1","2","1","57","2","","33","6","","FL_39","Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_3|av_trust_1","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-09 09:20:08","2024-05-09 09:23:32","0","NA","100","204","1","2024-05-09 09:23:33","R_5I71ciKkpZx3x1f","","","","","NA","NA","anonymous","EN","1","2","2","80","87","82","78","90","","","","","","","","","","0","0","4.93","0","89","83","87","82","79","82","1","1","1","78","1","","32","4","","FL_40","Q241|av_trust_4|av_trust_1|av_trust_2|av_trust_3|av_trust_5","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|avoid|vB_cntrfctl"
"2024-05-09 09:15:22","2024-05-09 09:23:52","0","NA","100","510","1","2024-05-09 09:23:53","R_1ffGJnhUhXipDT9","","","","","NA","NA","anonymous","EN","1","2","2","9","9","10","9","100","","","","","","","","","","0","0","108.551","0","100","8","9","72","76","19","2","1","2","1","1","","63","7","","FL_40","Q241|av_trust_3|av_trust_2|av_trust_1|av_trust_5|av_trust_4","","","Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|avoid|vB_cntrfctl"
"2024-05-09 09:21:43","2024-05-09 09:24:04","0","NA","100","141","1","2024-05-09 09:24:05","R_3pbASjXZRdhb8VD","","","","","NA","NA","anonymous","EN","1","2","2","69","40","76","76","39","","","","","","","","","","0","0","8.03","0","55","74","80","58","74","75","1","2","1","39","1","","33","4","","FL_40","Q241|av_trust_3|av_trust_1|av_trust_4|av_trust_5|av_trust_2","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-09 09:18:49","2024-05-09 09:24:12","0","NA","100","322","1","2024-05-09 09:24:12","R_59rxwgsu0aJQz4d","","","","","NA","NA","anonymous","EN","1","2","2","0","5","0","0","95","","","","","","","","","","0","0","62.011","0","100","0","0","100","0","0","2","1","2","20","2","","37","4","","FL_40","Q241|av_trust_5|av_trust_3|av_trust_2|av_trust_1|av_trust_4","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|vB_cntrfctl|avoid|vA_cntrfctl"
"2024-05-09 09:20:48","2024-05-09 09:24:35","0","NA","100","227","1","2024-05-09 09:24:36","R_10OVMheWhZG9lmb","","","","","NA","NA","anonymous","EN","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-09 09:24:15","2024-05-09 09:25:03","0","NA","100","47","1","2024-05-09 09:25:03","R_51wAe84SnATRNjr","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-09 09:24:51","2024-05-09 09:25:07","0","NA","100","16","1","2024-05-09 09:25:08","R_7Pqa3x2uuHMDHD0","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-09 09:24:39","2024-05-09 09:25:12","0","NA","100","32","1","2024-05-09 09:25:13","R_2oAoajaYDXm8LvT","","","","","NA","NA","anonymous","EN","1","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-09 09:20:16","2024-05-09 09:25:19","0","NA","100","302","1","2024-05-09 09:25:20","R_5JqSgLyPP8KzpBE","","","","","NA","NA","anonymous","EN","1","2","2","50","70","60","60","35","0","0","37.74","0","0","0","40","20","0","","","","","","","","","","","1","1","2","0","1","","37","6","","FL_39","Q241|av_trust_3|av_trust_4|av_trust_2|av_trust_5|av_trust_1","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-09 09:23:18","2024-05-09 09:25:29","0","NA","100","130","1","2024-05-09 09:25:29","R_1k0RFdMqeAwewiT","","","","","NA","NA","anonymous","EN","1","2","2","85","73","70","94","16","0","0","5.394","0","28","73","70","74","74","","","","","","","","","","","2","2","1","72","2","","42","4","","FL_39","Q241|av_trust_4|av_trust_2|av_trust_1|av_trust_3|av_trust_5","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-09 09:23:37","2024-05-09 09:25:34","0","NA","100","117","1","2024-05-09 09:25:35","R_5B51DwdM9DoDMKe","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","","","","","","","","","","0","0","3.539","0","61","62","61","53","69","82","1","1","2","58","1","","33","5","","FL_40","Q241|av_trust_5|av_trust_1|av_trust_3|av_trust_4|av_trust_2","","","Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue","Q71|avoid|vB_cntrfctl|vA_cntrfctl"
"2024-05-09 09:22:36","2024-05-09 09:25:49","0","NA","100","193","1","2024-05-09 09:25:50","R_3e4ZYzeUpX3Z48E","","","","","NA","NA","anonymous","EN","1","2","2","65","82","88","89","65","","","","","","","","","","0","0","6.075","0","91","68","92","90","97","86","1","1","1","82","2","","44","4","","FL_40","Q241|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1","","","Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-09 09:17:40","2024-05-09 09:25:54","0","NA","100","493","1","2024-05-09 09:25:55","R_1VFZBHsEutqDfcl","","","","","NA","NA","anonymous","EN","1","2","2","8","55","9","14","91","","","","","","","","","","0","0","68.467","0","39","61","60","65","67","34","1","1","1","69","1","","40","1","","FL_40","Q241|av_trust_5|av_trust_4|av_trust_1|av_trust_3|av_trust_2","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|vB_cntrfctl|avoid|vA_cntrfctl"
"2024-05-09 09:18:52","2024-05-09 09:25:59","0","NA","100","426","1","2024-05-09 09:25:59","R_53poRkX5le9AYtr","","","","","NA","NA","anonymous","EN","1","2","2","50","60","24","0","25","0","0","75.303","0","91","26","100","10","10","","","","","","","","","","","1","1","2","30","2","","54","2","","FL_39","Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_3|av_trust_1","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-09 09:21:16","2024-05-09 09:26:01","0","NA","100","284","1","2024-05-09 09:26:01","R_7FLm90T5bgYjPkQ","","","","","NA","NA","anonymous","EN","1","2","2","10","20","0","10","90","","","","","","","","","","4.862","4.862","50.568","1","100","100","100","95","71","70","1","1","1","70","1","","51","5","","FL_40","Q241|av_trust_2|av_trust_1|av_trust_3|av_trust_5|av_trust_4","","","Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue","Q71|vA_cntrfctl|avoid|vB_cntrfctl"
"2024-05-09 09:22:52","2024-05-09 09:26:08","0","NA","100","196","1","2024-05-09 09:26:09","R_39sOuJkK1oNagQl","","","","","NA","NA","anonymous","EN","1","2","2","0","5","0","0","100","","","","","","","","","","23.972","24.08","32.448","2","60","0","0","65","10","0","2","1","2","10","2","","34","3","","FL_40","Q241|av_trust_4|av_trust_3|av_trust_2|av_trust_5|av_trust_1","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-09 09:23:11","2024-05-09 09:26:15","0","NA","100","183","1","2024-05-09 09:26:16","R_1flYEQcsLN45CcF","","","","","NA","NA","anonymous","EN","1","2","2","25","25","0","50","75","0","0","24.529","0","100","0","100","75","0","","","","","","","","","","","1","1","2","50","1","","41","4","","FL_39","Q241|av_trust_4|av_trust_5|av_trust_3|av_trust_1|av_trust_2","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","",""
"2024-05-09 09:18:31","2024-05-09 09:26:24","0","NA","100","473","1","2024-05-09 09:26:25","R_58FaBKGlAG2uL5v","","","","","NA","NA","anonymous","EN","1","2","2","70","69","72","66","35","","","","","","","","","","0","0","126.502","0","8","0","0","60","61","41","2","1","2","10","1","","39","6","","FL_40","Q241|av_trust_3|av_trust_5|av_trust_2|av_trust_4|av_trust_1","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-09 09:22:49","2024-05-09 09:26:26","0","NA","100","216","1","2024-05-09 09:26:26","R_7Olwk03v0LSIy1b","","","","","NA","NA","anonymous","EN","1","2","2","71","67","71","71","50","0","0","67.413","0","100","19","100","25","13","","","","","","","","","","","1","1","2","50","1","","43","5","","FL_39","Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_4|av_trust_3","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV","",""
"2024-05-09 09:23:48","2024-05-09 09:26:30","0","NA","100","162","1","2024-05-09 09:26:31","R_1CGTgFawy2UnOiI","","","","","NA","NA","anonymous","EN","1","2","2","50","50","50","50","61","","","","","","","","","","0","0","36.378","0","50","50","50","31","74","29","2","1","2","19","2","","26","5","","FL_40","Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_4|av_trust_3","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-09 09:22:29","2024-05-09 09:26:31","0","NA","100","242","1","2024-05-09 09:26:32","R_2kXLPJ5SZCxMnqZ","","","","","NA","NA","anonymous","EN","1","2","2","20","22","43","27","78","54.948","54.948","56.133","1","82","37","99","35","64","","","","","","","","","","","1","1","2","43","2","","25","3","","FL_39","Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_3|av_trust_1","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-09 09:23:27","2024-05-09 09:26:32","0","NA","100","185","1","2024-05-09 09:26:32","R_5qDUsHkZMUHZOIR","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","0","0","30.874","0","100","100","100","100","100","","","","","","","","","","","1","1","2","10","1","","41","6","","FL_39","Q241|av_trust_1|av_trust_2|av_trust_3|av_trust_5|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","",""
"2024-05-09 09:20:37","2024-05-09 09:26:32","0","NA","100","354","1","2024-05-09 09:26:33","R_1Qo8iYaC6URCFGh","","","","","NA","NA","anonymous","EN","1","2","2","40","50","30","30","40","0","0","38.184","0","60","60","65","65","45","","","","","","","","","","","1","1","2","0","1","","43","4","","FL_39","Q241|av_trust_3|av_trust_1|av_trust_4|av_trust_2|av_trust_5","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-09 09:22:05","2024-05-09 09:26:41","0","NA","100","275","1","2024-05-09 09:26:41","R_2XnBKvC6eVeBFwu","","","","","NA","NA","anonymous","EN","1","2","2","82","60","95","58","77","0","0","15.668","0","76","81","81","64","94","","","","","","","","","","","2","2","2","80","1","","37","5","","FL_39","Q241|av_trust_5|av_trust_3|av_trust_2|av_trust_1|av_trust_4","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-09 09:24:30","2024-05-09 09:26:43","0","NA","100","133","1","2024-05-09 09:26:43","R_5NaZjtXY3Fo4EM0","","","","","NA","NA","anonymous","EN","1","2","2","58","38","40","39","40","","","","","","","","","","0","0","7.743","0","53","70","75","42","71","70","1","2","1","37","2","","36","4","","FL_40","Q241|av_trust_5|av_trust_3|av_trust_4|av_trust_2|av_trust_1","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|vA_cntrfctl|avoid|vB_cntrfctl"
"2024-05-09 09:24:25","2024-05-09 09:26:45","0","NA","100","139","1","2024-05-09 09:26:45","R_2AJVs7HkoBu37Kp","","","","","NA","NA","anonymous","EN","1","2","2","25","0","0","0","100","","","","","","","","","","0","0","22.402","0","100","0","0","100","10","0","2","1","2","25","2","","22","3","","FL_40","Q241|av_trust_4|av_trust_3|av_trust_2|av_trust_1|av_trust_5","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-09 09:19:05","2024-05-09 09:26:50","0","NA","100","464","1","2024-05-09 09:26:50","R_8W23MYUL7MK21Lb","","","","","NA","NA","anonymous","EN","1","2","2","50","50","40","51","60","","","","","","","","","","0","0","82.001","0","40","0","40","60","60","80","2","1","2","40","2","","46","4","","FL_40","Q241|av_trust_3|av_trust_1|av_trust_2|av_trust_4|av_trust_5","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
"2024-05-09 09:25:16","2024-05-09 09:27:16","0","NA","100","119","1","2024-05-09 09:27:16","R_1Qups9DulOSGiza","","","","","NA","NA","anonymous","EN","1","2","2","90","95","97","91","100","","","","","","","","","","0","0","4.046","0","91","100","96","89","90","94","1","2","1","93","1","","36","5","","FL_40","Q241|av_trust_4|av_trust_2|av_trust_5|av_trust_1|av_trust_3","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-09 09:19:42","2024-05-09 09:27:24","0","NA","100","461","1","2024-05-09 09:27:24","R_5qIkiE8qyllH7Vz","","","","","NA","NA","anonymous","EN","1","2","2","72","91","80","73","75","1.996","61.429","63.036","23","100","0","100","25","30","","","","","","","","","","","1","1","2","40","1","","36","3","","FL_39","Q241|av_trust_5|av_trust_3|av_trust_2|av_trust_4|av_trust_1","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-09 09:24:17","2024-05-09 09:27:31","0","NA","100","194","1","2024-05-09 09:27:31","R_7wtc43mMdF5Wsny","","","","","NA","NA","anonymous","EN","1","2","2","20","30","20","20","80","0","0","34.385","0","100","0","100","0","10","","","","","","","","","","","1","1","2","20","1","","40","5","","FL_39","Q241|av_trust_5|av_trust_2|av_trust_4|av_trust_1|av_trust_3","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","",""
"2024-05-09 09:23:52","2024-05-09 09:28:02","0","NA","100","250","1","2024-05-09 09:28:03","R_2chC37ZBK1pWJ9o","","","","","NA","NA","anonymous","EN","1","2","2","68","83","79","64","40","","","","","","","","","","0","0","11.124","0","83","93","82","86","93","92","1","1","1","100","2","","33","5","","FL_40","Q241|av_trust_3|av_trust_2|av_trust_4|av_trust_1|av_trust_5","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-09 09:24:57","2024-05-09 09:28:27","0","NA","100","210","1","2024-05-09 09:28:27","R_7niQuhIVDAHLZFr","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","29.068","39.752","40.785","10","100","24","100","55","83","","","","","","","","","","","1","1","2","70","2","","29","1","","FL_39","Q241|av_trust_3|av_trust_5|av_trust_4|av_trust_2|av_trust_1","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-09 09:26:55","2024-05-09 09:28:45","0","NA","100","110","1","2024-05-09 09:28:46","R_1gTRCqecmfkn7Bu","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","","","","","","","","","","0","0","15.669","0","100","0","0","100","50","50","2","1","2","25","1","","32","1","","FL_40","Q241|av_trust_3|av_trust_4|av_trust_5|av_trust_1|av_trust_2","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-09 09:21:16","2024-05-09 09:29:18","0","NA","100","482","1","2024-05-09 09:29:19","R_5DvdKm5n8V1sdaV","","","","","NA","NA","anonymous","EN","1","2","2","50","60","30","60","30","","","","","","","","","","0","0","96.141","0","95","5","5","30","90","90","1","1","2","20","1","","47","3","","FL_40","Q241|av_trust_1|av_trust_2|av_trust_5|av_trust_4|av_trust_3","","","Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue","Q71|avoid|vB_cntrfctl|vA_cntrfctl"
"2024-05-09 09:27:03","2024-05-09 09:29:23","0","NA","100","140","1","2024-05-09 09:29:24","R_2jJ1xrMXD6eIq55","","","","","NA","NA","anonymous","EN","1","2","2","90","78","90","92","73","0","0","8.727","0","98","78","86","83","77","","","","","","","","","","","1","2","1","90","1","","35","4","","FL_39","Q241|av_trust_3|av_trust_5|av_trust_1|av_trust_2|av_trust_4","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-09 09:20:03","2024-05-09 09:29:45","0","NA","100","582","1","2024-05-09 09:29:46","R_5b3lfMsf7DZ08xr","","","","","NA","NA","anonymous","EN","1","2","2","78","69","75","70","71","","","","","","","","","","0.524","4.757","6.628","5","80","82","82","79","83","75","1","1","1","75","2","","30","4","","FL_40","Q241|av_trust_1|av_trust_3|av_trust_5|av_trust_2|av_trust_4","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
"2024-05-09 09:24:45","2024-05-09 09:30:21","0","NA","100","335","1","2024-05-09 09:30:22","R_2d7hio6ls6VnoGZ","","","","","NA","NA","anonymous","EN","1","2","2","20","22","19","19","88","42.513","42.513","44.086","1","80","21","100","10","23","","","","","","","","","","","1","1","2","14","2","","40","4","","FL_39","Q241|av_trust_3|av_trust_5|av_trust_1|av_trust_2|av_trust_4","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-09 09:22:23","2024-05-09 09:30:57","0","NA","100","514","1","2024-05-09 09:30:58","R_7MasCtdeGlulPf4","","","","","NA","NA","anonymous","EN","1","2","2","60","40","70","70","20","0","0","72.512","0","75","20","75","30","35","","","","","","","","","","","1","1","2","30","2","","60","3","","FL_39","Q241|av_trust_4|av_trust_1|av_trust_3|av_trust_5|av_trust_2","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-09 09:27:40","2024-05-09 09:31:03","0","NA","100","203","1","2024-05-09 09:31:04","R_74ffo7QcIurqUz7","","","","","NA","NA","anonymous","EN","1","2","2","100","100","100","100","0","","","","","","","","","","36.962","36.962","39.094","1","100","0","0","100","71","3","2","1","2","41","1","","50","4","","FL_40","Q241|av_trust_4|av_trust_3|av_trust_2|av_trust_5|av_trust_1","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-09 09:29:24","2024-05-09 09:31:10","0","NA","100","106","1","2024-05-09 09:31:11","R_7saKDs0EvYm5bGJ","","","","","NA","NA","anonymous","EN","1","2","2","62","83","68","73","89","","","","","","","","","","0","0","8.027","0","92","91","94","91","95","92","2","1","2","92","2","","33","5","","FL_40","Q241|av_trust_3|av_trust_2|av_trust_1|av_trust_5|av_trust_4","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|avoid|vB_cntrfctl|vA_cntrfctl"
